Location,Co,Gr,Sa,Si,Cl,dmax,CU,CC,d10,d50,RHS,RHPRUSP,WPRUSP,wL,wP,wS,IP,w,IC,IA,k10,c,phi,cr,phir,Latitude,Longitude
Perchtolsdorf,0,30.27172,19.62863,38.45928,11.64037,35.5,113.7961,0.6701569,0.001538341,0.063,2.7437,1.991049,11.63943,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,32.80396,15.55343,38.86312,12.77949,45,,,,0.053,2.74807,1.927255,12.19719,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,36.75953,19.35347,34.62757,9.25943,56,434.3984,0.1174147,0.002354699,0.1,2.7327,1.996561,11.12872,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,15.89968,20.8967,53.5086,9.695011,35.5,25.42202,2.820721,0.00210907,0.036,2.7491,1.998625,10.53798,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,14.13063,19.77797,52.21707,13.87434,35.5,,,,0.03,,,,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,10.11996,19.62807,56.52804,13.72394,35.5,,,,0.027,,,,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,33.97332,21.14363,36.19752,8.685531,45,311.7827,0.1946813,0.002427524,0.091,,,,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,25.56027,22.72795,31.95649,19.75529,35.5,,,,0.052,2.7487,1.844664,15.33487,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,25.10549,24.89726,35.03183,14.96542,35.5,,,,0.063,2.7484,1.85612,14.55783,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,24.18826,23.67178,38.00729,14.13267,35.5,,,,0.052,2.7473,1.951812,12.77735,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,24.339,21.57239,34.62443,19.46419,35.5,,,,0.039,2.7468,1.865901,14.7002,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,15.89968,20.8967,53.5086,9.695011,35.5,25.42202,2.820721,0.00210907,0.036,2.7491,1.998625,10.53798,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,14.13063,19.77797,52.21707,13.87434,35.5,,,,0.03,2.7488,1.963387,10.97176,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,10.11996,19.62807,56.52804,13.72394,35.5,,,,0.027,2.7496,1.914899,12.3776,,,,,,,,,,,,,48.1228329,16.28487898
Perchtolsdorf,0,33.97332,21.14363,36.19752,8.685531,45,311.7827,0.1946813,0.002427524,0.091,2.7404,2.022603,9.905382,,,,,,,,,,,,,48.1228329,16.28487898
,,,,,,,,,,,,,,,,,,,,,,3.8,23.6,3.6,23.1,,
Maria Enzensdorf,,,,,,,,,,,,,,,,,,,,,,4.7,23.31,4.7,22.5,,
Hohenruppersdorf,0,0.23,10.78,69.54,19.46,8,,,,0.009,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.29,8.72,78.8,12.19,4,13.34357,1.92087,,0.015,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.08,4.21,62.82,32.88,4,,,,0.004,2.75,1.561326,9.053819,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,60.03,31.75,6.71,1.51,56,60.42763,0.4438381,,4.217,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.22,6.48,55.26,38.04,4,,,,0.004,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.25,8.79,61.67,29.3,4,,,,0.005,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.36,9.84,63.35,26.45,4,,,,0.006,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,1.1,7.59,57.48,33.84,8,,,,0.005,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.11,5.33,61.79,32.78,4,,,,0.005,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.21,5.92,62.4,31.47,4,,,,0.005,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.33,13.29,60.5,25.87,4,,,,0.009,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.43,8.37,64.79,26.41,4,,,,0.007,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0,11.61,63.06,25.33,2,,,,0.008,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.35,5.7,61.56,32.38,4,,,,0.005,2.75,1.685378,20.10138,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.94,5.12,63.66,30.28,8,,,,0.006,2.75,1.636862,22.05037,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.72,8.89,66.61,23.78,4,,,,0.007,2.75,1.637862,21.6623,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,3,12.07,64.8,20.13,18,,,,0.017,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0,12.12,50.15,37.73,2,,,,0.005,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.12,12.66,59.28,27.95,4,,,,0.007,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,1.08,8.49,61.64,28.79,8,,,,0.006,,,,,,,,,,,,,,,,48.4642356,16.6508678
Hohenruppersdorf,0,0.03,5.58,60.93,33.46,4,,,,0.005,,,,,,,,,,,,,,,,48.4642356,16.6508678
